Title,Image URL,Price,Short Description,Stock Status,Stock Quantity,SKU,Categories,Tags,Weight,Dimensions,Reviews
Numel,https://scrapeme.live/wp-content/uploads/2018/08/322.png,£170.00,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.",In stock,179,1767,"Categories: Numb, Pokemon","Tags: Numb, numel, Oblivious",52.9 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Numel” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Camerupt,https://scrapeme.live/wp-content/uploads/2018/08/323.png,£124.00,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,In stock,27,7274,"Categories: Eruption, Pokemon","Tags: camerupt, Eruption, Magma Armor",485 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Camerupt” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Torkoal,https://scrapeme.live/wp-content/uploads/2018/08/324.png,£98.00,"Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokémon burns more coal.",In stock,282,4605,"Categories: Coal, Pokemon","Tags: Coal, torkoal, White Smoke",177.2 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Torkoal” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Spoink,https://scrapeme.live/wp-content/uploads/2018/08/325.png,£163.00,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.,In stock,208,7700,"Categories: Bounce, Pokemon","Tags: Bounce, Own Tempo, spoink",67.5 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Spoink” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Grumpig,https://scrapeme.live/wp-content/uploads/2018/08/326.png,£182.00,"Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely. This Pokémon’s black pearls are valuable as works of art.",In stock,60,6263,"Categories: Manipulate, Pokemon","Tags: grumpig, Manipulate, Own Tempo",157.6 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Grumpig” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Spinda,https://scrapeme.live/wp-content/uploads/2018/08/327.png,£149.00,No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,In stock,156,7350,"Categories: Pokemon, Spot Panda","Tags: spinda, Spot Panda, Tangled Feet",11 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Spinda” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Trapinch,https://scrapeme.live/wp-content/uploads/2018/08/328.png,£116.00,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,In stock,269,4740,"Categories: Ant Pit, Pokemon","Tags: Ant Pit, Arena Trap, trapinch",33.1 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Trapinch” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Vibrava,https://scrapeme.live/wp-content/uploads/2018/08/329.png,£200.00,"Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.",In stock,218,9249,"Categories: Pokemon, Vibration","Tags: Levitate, Vibration, vibrava",33.7 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Vibrava” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Flygon,https://scrapeme.live/wp-content/uploads/2018/08/330.png,£174.00,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit.",In stock,42,4103,"Categories: Mystic, Pokemon","Tags: flygon, Levitate, Mystic",180.8 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Flygon” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Cacnea,https://scrapeme.live/wp-content/uploads/2018/08/331.png,£105.00,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",In stock,31,5000,"Categories: Cactus, Pokemon","Tags: cacnea, Cactus, Sand Veil",113.1 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Cacnea” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Cacturne,https://scrapeme.live/wp-content/uploads/2018/08/332.png,£31.00,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.",In stock,204,8491,"Categories: Pokemon, Scarecrow","Tags: cacturne, Sand Veil, Scarecrow",170.6 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Cacturne” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Swablu,https://scrapeme.live/wp-content/uploads/2018/08/333.png,£121.00,"Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokémon finds a stream and showers itself.",In stock,169,3915,"Categories: Cotton Bird, Pokemon","Tags: Cotton Bird, Natural Cure, swablu",2.6 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Swablu” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Altaria,https://scrapeme.live/wp-content/uploads/2018/08/334.png,£104.00,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,In stock,136,9924,"Categories: Humming, Pokemon","Tags: altaria, Humming, Natural Cure",45.4 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Altaria” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Seviper,https://scrapeme.live/wp-content/uploads/2018/08/336.png,£107.00,Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.,In stock,300,9903,"Categories: Fang Snake, Pokemon","Tags: Fang Snake, seviper, Shed Skin",115.7 kg,8 x 8 x 8 cm,"Reviews
There are no reviews yet.




Be the first to review “Seviper” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Lunatone,https://scrapeme.live/wp-content/uploads/2018/08/337.png,£177.00,"Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.",In stock,91,5917,"Categories: Meteorite, Pokemon","Tags: Levitate, lunatone, Meteorite",370.4 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Lunatone” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Solrock,https://scrapeme.live/wp-content/uploads/2018/08/338.png,£57.00,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,In stock,91,5510,"Categories: Meteorite, Pokemon","Tags: Levitate, Meteorite, solrock",339.5 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Solrock” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Whiscash,https://scrapeme.live/wp-content/uploads/2018/08/340.png,£179.00,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.",In stock,266,6220,"Categories: Pokemon, Whiskers","Tags: Oblivious, whiscash, Whiskers",52 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Whiscash” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Corphish,https://scrapeme.live/wp-content/uploads/2018/08/341.png,£178.00,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,In stock,62,8905,"Categories: Pokemon, Ruffian","Tags: corphish, Ruffian, Shell Armor",25.4 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Corphish” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Crawdaunt,https://scrapeme.live/wp-content/uploads/2018/08/342.png,£173.00,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.",In stock,21,3652,"Categories: Pokemon, Rogue","Tags: crawdaunt, Rogue, Shell Armor",72.3 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Crawdaunt” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Baltoy,https://scrapeme.live/wp-content/uploads/2018/08/343.png,£167.00,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.",In stock,159,8305,"Categories: Clay Doll, Pokemon","Tags: baltoy, Clay Doll, Levitate",47.4 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Baltoy” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Claydol,https://scrapeme.live/wp-content/uploads/2018/08/344.png,£197.00,"Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands.",In stock,128,3698,"Categories: Clay Doll, Pokemon","Tags: Clay Doll, claydol, Levitate",238.1 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Claydol” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Lileep,https://scrapeme.live/wp-content/uploads/2018/08/345.png,£87.00,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.",In stock,268,2965,"Categories: Pokemon, Sea Lily","Tags: lileep, Sea Lily, Suction Cups",52.5 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Lileep” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Cradily,https://scrapeme.live/wp-content/uploads/2018/08/346.png,£154.00,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.",In stock,183,5809,"Categories: Barnacle, Pokemon","Tags: Barnacle, cradily, Suction Cups",133.2 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Cradily” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Anorith,https://scrapeme.live/wp-content/uploads/2018/08/347.png,£64.00,"Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.",In stock,222,2511,"Categories: Old Shrimp, Pokemon","Tags: anorith, Battle Armor, Old Shrimp",27.6 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Anorith” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Armaldo,https://scrapeme.live/wp-content/uploads/2018/08/348.png,£42.00,"Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.",In stock,78,3328,"Categories: Plate, Pokemon","Tags: armaldo, Battle Armor, Plate",150.4 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Armaldo” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Feebas,https://scrapeme.live/wp-content/uploads/2018/08/349.png,£194.00,"While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.",In stock,146,6505,"Categories: Fish, Pokemon","Tags: feebas, Fish, Oblivious",16.3 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Feebas” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Milotic,https://scrapeme.live/wp-content/uploads/2018/08/350.png,£152.00,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.",In stock,79,4867,"Categories: Pokemon, Tender","Tags: Marvel Scale, milotic, Tender",357.1 kg,20 x 20 x 20 cm,"Reviews
There are no reviews yet.




Be the first to review “Milotic” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Castform,https://scrapeme.live/wp-content/uploads/2018/08/351.png,£119.00,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.",In stock,131,9535,"Categories: Pokemon, Weather","Tags: castform, Forecast, Weather",1.8 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Castform” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Kecleon,https://scrapeme.live/wp-content/uploads/2018/08/352.png,£100.00,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.",In stock,53,2351,"Categories: Color Swap, Pokemon","Tags: Color Change, Color Swap, kecleon",48.5 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Kecleon” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Shuppet,https://scrapeme.live/wp-content/uploads/2018/08/353.png,£174.00,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.",In stock,138,7348,"Categories: Pokemon, Puppet","Tags: Insomnia, Puppet, shuppet",5.1 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Shuppet” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Banette,https://scrapeme.live/wp-content/uploads/2018/08/354.png,£104.00,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.",In stock,233,6213,"Categories: Marionette, Pokemon","Tags: banette, Insomnia, Marionette",27.6 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Banette” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Duskull,https://scrapeme.live/wp-content/uploads/2018/08/355.png,£139.00,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,In stock,75,6627,"Categories: Pokemon, Requiem","Tags: duskull, Levitate, Requiem",33.1 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Duskull” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Dusclops,https://scrapeme.live/wp-content/uploads/2018/08/356.png,£39.00,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.",In stock,82,4994,"Categories: Beckon, Pokemon","Tags: Beckon, dusclops, Pressure",67.5 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Dusclops” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Tropius,https://scrapeme.live/wp-content/uploads/2018/08/357.png,£196.00,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,In stock,66,7266,"Categories: Fruit, Pokemon","Tags: Chlorophyll, fruit, tropius",220.5 kg,6 x 6 x 6 cm,"Reviews
There are no reviews yet.




Be the first to review “Tropius” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Chimecho,https://scrapeme.live/wp-content/uploads/2018/08/358.png,£51.00,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.",In stock,43,6688,"Categories: Pokemon, Wind Chime","Tags: chimecho, Levitate, Wind Chime",2.2 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Chimecho” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Absol,https://scrapeme.live/wp-content/uploads/2018/08/359.png,£134.00,"Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.",In stock,59,3431,"Categories: Disaster, Pokemon","Tags: absol, Disaster, Pressure",103.6 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Absol” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Wynaut,https://scrapeme.live/wp-content/uploads/2018/08/360.png,£168.00,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.",In stock,155,9836,"Categories: Bright, Pokemon","Tags: Bright, Shadow Tag, wynaut",30.9 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Wynaut” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Snorunt,https://scrapeme.live/wp-content/uploads/2018/08/361.png,£82.00,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,In stock,80,1099,"Categories: Pokemon, Snow Hat","Tags: Inner Focus, snorunt, Snow Hat",37 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Snorunt” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Glalie,https://scrapeme.live/wp-content/uploads/2018/08/362.png,£178.00,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.",In stock,14,8582,"Categories: Face, Pokemon","Tags: Face, glalie, Inner Focus",565.5 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Glalie” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Spheal,https://scrapeme.live/wp-content/uploads/2018/08/363.png,£193.00,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.",In stock,170,7748,"Categories: Clap, Pokemon","Tags: Clap, spheal, Thick Fat",87.1 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Spheal” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Sealeo,https://scrapeme.live/wp-content/uploads/2018/08/364.png,£160.00,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.",In stock,171,4231,"Categories: Ball Roll, Pokemon","Tags: Ball Roll, sealeo, Thick Fat",193.1 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Sealeo” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Walrein,https://scrapeme.live/wp-content/uploads/2018/08/365.png,£27.00,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",In stock,226,1600,"Categories: Ice Break, Pokemon","Tags: Ice Break, Thick Fat, walrein",332 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Walrein” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Clamperl,https://scrapeme.live/wp-content/uploads/2018/08/366.png,£48.00,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.",In stock,139,2967,"Categories: Bivalve, Pokemon","Tags: Bivalve, clamperl, Shell Armor",115.7 kg,1 x 1 x 1 cm,"Reviews
There are no reviews yet.




Be the first to review “Clamperl” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Huntail,https://scrapeme.live/wp-content/uploads/2018/08/367.png,£52.00,"Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.",In stock,54,2805,"Categories: Deep Sea, Pokemon","Tags: Deep Sea, huntail, Swift Swim",59.5 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Huntail” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Gorebyss,https://scrapeme.live/wp-content/uploads/2018/08/368.png,£150.00,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.",In stock,165,9428,"Categories: Pokemon, South Sea","Tags: gorebyss, South Sea, Swift Swim",49.8 kg,5 x 5 x 5 cm,"Reviews
There are no reviews yet.




Be the first to review “Gorebyss” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Relicanth,https://scrapeme.live/wp-content/uploads/2018/08/369.png,£157.00,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,In stock,14,7988,"Categories: Longevity, Pokemon","Tags: Longevity, relicanth, Rock Head",51.6 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Relicanth” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Luvdisc,https://scrapeme.live/wp-content/uploads/2018/08/370.png,£44.00,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,In stock,190,4868,"Categories: Pokemon, Rendezvous","Tags: luvdisc, Rendezvous, Swift Swim",19.2 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Luvdisc” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Bagon,https://scrapeme.live/wp-content/uploads/2018/08/371.png,£34.00,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.",In stock,232,3372,"Categories: Pokemon, Rock Head","Tags: bagon, Rock Head",92.8 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Bagon” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Shelgon,https://scrapeme.live/wp-content/uploads/2018/08/372.png,£56.00,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.",In stock,76,1384,"Categories: Endurance, Pokemon","Tags: Endurance, Rock Head, shelgon",243.6 kg,3 x 3 x 3 cm,"Reviews
There are no reviews yet.




Be the first to review “Shelgon” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Salamence,https://scrapeme.live/wp-content/uploads/2018/08/373.png,£62.00,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.",In stock,242,7686,"Categories: Dragon, Pokemon","Tags: Dragon, Intimidate, salamence",226.2 kg,4 x 4 x 4 cm,"Reviews
There are no reviews yet.




Be the first to review “Salamence” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
Beldum,https://scrapeme.live/wp-content/uploads/2018/08/374.png,£122.00,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.",In stock,93,3484,"Categories: Iron Ball, Pokemon","Tags: beldum, Clear Body, Iron Ball",209.9 kg,2 x 2 x 2 cm,"Reviews
There are no reviews yet.




Be the first to review “Beldum” Cancel reply 
Your email address will not be published. Required fields are marked *Your rating
Rate…
Perfect
Good
Average
Not that bad
Very poor
Your review *Name * 
Email *"
